step,episode,A,phi,n,reward
370,47,9.987065941095352,1.5521829512081087,3,0.07928353458203508
371,47,9.980134665966034,1.3512148026619704,3,0.07873127767088417
372,47,9.984477460384369,1.3965550577509225,3,0.07898192735842313
373,47,9.993734806776047,1.5274550011722745,3,0.07943391403338662
374,47,9.971672892570496,1.2412615990696192,3,0.07801512645544184
375,47,9.992415308952332,1.4230124812414349,3,0.07924229711987807
376,47,9.984892904758453,1.8379806866358253,3,0.07865351060382353
377,48,9.99154880642891,1.3426488906671405,3,0.07897939534716314
378,48,9.978381246328354,1.4862839455710233,3,0.07901914986666392
379,48,9.997568875551224,1.4308604632638484,3,0.07938743770394274
380,48,9.981756657361984,1.567837344972843,3,0.07915433725045617
381,48,9.990353733301163,1.5925903869795444,3,0.07936321199007157
382,48,9.98987391591072,1.4227924583625646,3,0.07917941128523509
383,48,9.993797391653061,1.4113156904936583,3,0.07924761369595057
384,48,9.98222753405571,1.2757390905618489,3,0.07845757437698908
385,49,9.984983950853348,1.279670852593884,3,0.0785448219158773
386,49,9.989417493343353,1.5377033859897853,3,0.07933565127415787
387,49,9.990124553442001,1.3532738423011692,3,0.07898202449440506
388,49,9.993835240602493,1.5808441613040896,3,0.0794492226641248
389,49,9.987582266330719,1.5104626810504944,3,0.07926836194167164
390,49,9.990841895341873,1.511864835362819,3,0.07934902366099128
391,49,9.984866678714752,1.7406466846008808,3,0.07900343326480241
392,49,9.989317059516907,1.5512406915260017,3,0.07933840346030996
393,50,9.987703412771225,1.4633511949732574,3,0.07920940040069513
394,50,9.986414462327957,1.5361753973160983,3,0.07926136815097906
395,50,9.99092236161232,1.5014250774540694,3,0.07934169313222839
396,50,9.99257281422615,1.4910195869383693,3,0.07937054251883469
397,50,9.99078094959259,1.6065984478497863,3,0.07936727874984495
398,50,9.99532476067543,1.5840026599503414,3,0.07948571341463584
399,50,9.988347887992859,1.4853019881439626,3,0.07925982045100177
400,50,9.991087317466736,1.5982958142955452,3,0.07937927828146796
401,51,9.991285502910614,1.234587134819019,3,0.0784540127243214
402,51,9.994590431451797,1.4201641680410118,3,0.07928925265349918
403,51,9.99611958861351,1.3962211847355814,3,0.07926565508564432
404,51,9.992382675409317,1.399383147571841,3,0.07918323196718724
405,51,9.990874975919724,1.521537790132016,3,0.07935854946294363
406,51,9.990316480398178,1.5687831624717148,3,0.07936285582480496
407,51,9.990207254886627,1.5367631860963316,3,0.07935441794584919
408,51,9.986828416585922,1.4936946906384052,3,0.07923328290076337
409,52,9.990009218454361,1.5341654180975497,3,0.07934787745640537
410,52,9.99614492058754,1.477575533652091,3,0.07943969686217223
411,52,9.994524121284485,1.2540143123824596,3,0.07864223635419809
412,52,9.983242005109787,1.4631676865296037,3,0.07910023898430385
413,52,9.996565878391266,1.5408520538265558,3,0.07951247761549873
414,52,9.992136657238007,1.336604534490922,3,0.07897080852636851
415,52,9.993570297956467,1.462707791899386,3,0.07935151034212629
416,52,9.963767677545547,1.5675388628716351,3,0.07872069632459588
417,53,9.983283877372742,1.5416598654856593,3,0.0791881988537253
418,53,9.99332681298256,1.5624620456019045,3,0.07943669859819957
419,53,9.986935406923294,1.5184640237008185,3,0.07925947076146711
420,53,9.995866864919662,1.6384335113801614,3,0.07946405209068552
421,53,9.990907162427902,1.6080012575494096,3,0.07936930565399902
422,53,9.984703212976456,1.4414419720826448,3,0.07909512315592693
423,53,9.99542310833931,1.6254811858214693,3,0.07946477089695136
424,53,9.991386532783508,1.6177961143561768,3,0.0793729709183808
425,54,9.982697069644928,1.3417695481657148,3,0.07875993278552706
426,54,9.989935904741287,1.4902619592209996,3,0.07930521533318169
427,54,9.998008608818054,1.3451135214175165,3,0.0791467412166762
428,54,9.987720251083374,1.6459176598250047,3,0.07925734672133089
429,54,9.99062493443489,1.7455741671932505,3,0.07913067492528003
430,54,9.994043856859207,1.5917615093001232,3,0.07945374272514627
431,54,9.990012645721436,1.6603055644482585,3,0.07929469226848229
432,54,9.99362364411354,1.4412638939908953,3,0.07931271423097952
433,55,9.994881004095078,1.6390912393478485,3,0.07943934717263779
434,55,9.989418387413025,1.5318820487486602,3,0.07933171402902728
435,55,9.992406219244003,1.6657390996620298,3,0.079344943949754
