step,episode,A,phi,n,reward
434,55,9.987102150917053,1.6696291977872149,2,0.07179412074913327
435,55,9.98781755566597,1.7469835307658614,2,0.07113078884709134
436,55,9.980848729610443,1.7267324377411188,2,0.07118337268397745
437,55,9.992782026529312,1.7490216916382568,2,0.07122704222073262
438,55,9.993430972099304,1.7594744636662245,2,0.07112221689822107
439,55,9.994290173053741,1.673486058413677,2,0.07194310280057814
440,55,9.972625970840454,1.6652667526731357,2,0.07147598425658241
441,56,9.986981302499771,1.7746733632583187,2,0.07077498713220143
442,56,9.993348270654678,1.6988887764869662,2,0.07173224734246553
443,56,9.983990341424942,1.6454819208980844,2,0.07185315659054492
444,56,9.987146556377411,1.6830261568147393,2,0.07170638007125918
445,56,9.987161755561829,1.7351930196343617,2,0.07124601638098116
446,56,9.990895539522171,1.6409471089244307,2,0.0720403305585764
447,56,9.988226592540741,1.7264856376097562,2,0.07136206029095371
448,56,9.992742836475372,1.7875181116732568,2,0.07073526121862028
449,57,9.976032227277756,1.682999005055219,2,0.0714416832937459
450,57,9.985285550355911,1.6975505692496495,2,0.07154962269599263
451,57,9.99373808503151,1.6800270109088438,2,0.07188573921340047
452,57,9.959055036306381,1.7038245918607058,2,0.07087942401770553
453,57,9.991037845611572,1.674350888767773,2,0.0718587329658853
454,57,9.959242641925812,1.692467759867473,2,0.07097638184490185
455,57,9.979077875614166,1.6515641022841172,2,0.0717051620908129
456,57,9.98681053519249,1.724278480441037,2,0.07135038742970434
457,58,9.98491033911705,1.6988027334973144,2,0.07153018109459985
458,58,9.987577944993973,1.6664032878759474,2,0.07182474801959682
459,58,9.985064566135406,1.681780827320333,2,0.07166527816895796
460,58,9.97829332947731,1.7431047614782693,2,0.07094751241648756
461,58,9.993578493595123,1.7045077863062874,2,0.0716913495341851
462,58,9.992635995149612,1.683847357100089,2,0.07183172013469141
463,58,9.98666599392891,1.6658451787776725,2,0.07180608987589632
464,58,9.978568851947784,1.6684401379737452,2,0.07159759137453925
465,59,9.992673397064209,1.68926825270167,2,0.07179254066639196
466,59,9.968676716089249,1.7158975749179721,2,0.07099979998785977
467,59,9.988659024238586,1.7805701636655584,2,0.07073546531264108
468,59,9.982858002185822,1.7273585198649513,2,0.07122467209662098
469,59,9.993140697479248,1.6796231050792918,2,0.07187407951950742
470,59,9.99352678656578,1.6535493640388266,2,0.07204094942431682
471,59,9.966990649700165,1.7356686435597495,2,0.070763103593253
472,59,9.983715116977692,1.712079569395651,2,0.07139043594351135
473,60,9.982020556926727,1.693332590221569,2,0.07150578198360691
474,60,9.97282013297081,1.667216904393983,2,0.07146913723137116
475,60,9.995197802782059,1.6765790183300526,2,0.07194470921803142
476,60,9.990153312683105,1.6572385391435625,2,0.07193895508338266
477,60,9.977052062749863,1.7516123440035092,2,0.07082192875696602
478,60,9.986089617013931,1.7390913569141597,2,0.0711780464884042
479,60,9.98430535197258,1.7360029847088756,2,0.07116884250643785
480,60,9.990020841360092,1.698438431785959,2,0.07165590959503954
